			0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71
Fodermiddel	Productname	Plantname	Foderkode	Tørstof, procent	Procent af tørstof	Råaske	Råprotein	Fordøjeligt råprotein	AAT	PBV	Råfedt	Fordøjeligt råfedt	Fedtsyrer	Jodtal	Kulhydrat	Træstof	Sukker	Stivelse	Fordøjelige cellevægge	NDF	Fordøjelighedskoefficient	Råprotein	Protein nedbrg. (% af N)	Oprindeligt protein i tarm	Unedbrudt protein i tarm	Råfedt	Kulhydrat	Organisk stof	Mineraler, pr. kg tørstof	Calcium, g	Fosfor, g	Magnesium, g	Kalium, g	Natrium, g	Klor, g	Svovl, g	CAB, meq	Jern, mg	Mangan, mg	Zink, mg	Kobber, mg	Cobolt, mg	Selen, mg	Vitaminer, pr. kg tørstof	A-vitamin, 1000 i.e.	Beta-cartoen, mg	D-vitamin, 1000 i.e.	E-vitamin, mg	Struktur/fylde, pr. kg tørstof	Tyggetid, minutter	FFk, fylde køer	FFu, fylde ungdyr	Energi	Ford. energi, MJ pr. kg tørstof	FE pr. kg tørstof	Indhold pr. FE	Kg tørstof	Kg foder	Ford. råprotein, g	AAT, g	PBV, g	Fedtsyrer, g	Sukker, g	Stivelse, g	Ford. cellevægge, g	FFk, fylde køer	FFu, fylde ungdyr	Tyggetid, minutter	PigFE	Pig Ford råprotein	Lysin	Methionin	Treonin	FeedCat
Kløver-græs,        6-8 cm, sen,             -vanding 			436	19	  	9.9	24.5	19.785	8.69873	7.95615	4.3	3.128	2.58	210	61.3	20	7	1	37.563	39	  	80.7551	68.34	90.132	68.83133	72.744	74.32789	76	  	7.5	4.3	2.3	30	1.7	11	2.7	362.5673	230	70	80	9	0.5	0.055	  	100	250	  	150	  	60	0.415678	1.002436	  	13.74483	0.920964655	  	1.085818	5.714832	214.829	94.45237	86.3893	28.0141	76.00726	10.85818	407.8658	0.45135	1.088463	65.14908						2
Kløver-græs,     12-15 cm, tidlig, vanding 			437	17	  	9.3	22.5	17.925	9.014085	6.046714	4.1	2.936	2.46	210	64.1	17	17	1	36.42	33	  	79.66666	73.52	92.456	71.51057	71.60975	84.89859	83	  	6.5	3.8	1.7	27	1.2	5	1.4	514.3659	230	60	40	5	0.5	0.055	  	100	250	  	150	  	51	0.377128	1.006366	  	14.76078	1.031852247	  	0.969131	5.700772	173.7167	87.35829	58.60057	23.84062	164.7522	9.69131	352.9575	0.365486	0.9753	49.42568						2
Kløver-græs,     12-15 cm, midt, vanding 			438	19	  	9.6	23	18.39	8.780005	6.572728	4.1	2.936	2.46	210	63.3	20.5	11	1	37.186	39	  	79.95652	69.82	90.796	69.50298	71.60975	77.703	78	  	7	4.3	2	30	1.4	7	2.1	499.6998	230	90	60	7	0.5	0.055	  	100	250	  	150	  	61.5	0.411158	1.00827	  	13.968	0.941301387	  	1.062359	5.591365	195.3678	93.27517	69.82596	26.13403	116.8594	10.62359	395.0488	0.436797	1.071144	65.33507						2
Kløver-græs,     12-15 cm, sen, vanding 			439	18	  	9.9	24.5	19.785	8.720762	7.919121	4.1	2.936	2.46	210	61.5	20.5	7.5	1	37.255	39	  	80.7551	68.34	90.132	68.83133	71.60975	74.39837	76	  	7.5	4.3	2.3	30	1.7	11	2.7	362.5673	230	70	80	9	0.5	0.055	  	100	250	  	150	  	61.5	0.417704	1.003365	  	13.71255	0.916036968	  	1.091659	6.064776	215.9847	95.20098	86.44979	26.85481	81.87442	10.91659	406.6975	0.45599	1.095332	67.13702						2
Kløver-græs,     12-15 cm, tidlig,           -vanding 			440	17	  	9.3	22.5	17.925	9.014085	6.046714	4.1	2.936	2.46	210	64.1	17.5	17	1	36.42	34	  	79.66666	73.52	92.456	71.51057	71.60975	84.89859	83	  	6.5	3.8	1.7	27	1.2	5	1.4	514.3659	230	60	40	5	0.5	0.055	  	100	250	  	150	  	52.5	0.377855	1.006513	  	14.76078	1.030117547	  	0.970763	5.710373	174.0092	87.5054	58.69926	23.88076	165.0297	9.70763	353.5518	0.366807	0.977085	50.96505						2
Kløver-græs,     12-15 cm, midt,             -vanding 			441	20	  	9.6	21.5	16.995	8.688849	5.271635	4.1	2.936	2.46	210	64.8	21.5	11	1	37.677	41	  	79.04651	69.08	90.464	69.15912	71.60975	76.66203	77	  	7	4.3	2	30	1.4	7	2.1	499.6998	230	90	60	7	0.5	0.055	  	100	250	  	150	  	64.5	0.422991	1.013459	  	13.71484	0.912793532	  	1.095538	5.477692	186.1866	95.18964	57.75276	26.95023	120.5091	10.95538	412.7658	0.463402	1.110282	70.6622						2
Kløver-græs,     12-15 cm, sen,              -vanding 			442	19	  	9.9	24.5	19.785	8.720762	7.919121	4.1	2.936	2.46	210	61.5	20.5	7.5	1	37.255	39	  	80.7551	68.34	90.132	68.83133	71.60975	74.39837	76	  	7.5	4.3	2.3	30	1.7	11	2.7	362.5673	230	70	80	9	0.5	0.055	  	100	250	  	150	  	61.5	0.417704	1.003365	  	13.71255	0.916036968	  	1.091659	5.745577	215.9847	95.20098	86.44979	26.85481	81.87442	10.91659	406.6975	0.45599	1.095332	67.13702						2
Italiensk rajgræs, forår, tidlig 			444	19	  	11	25	20.25	8.104988	9.7017	4.9	3.704	3.43	195	59.1	18	15	0	35.806	  	  	81	78	92	63.63636	75.592	85.96615	84	  	6.3	4.3	1.9	35	2.3	  	3.2	  	230	50	50	11	0.7	0.03	  	100	250	  	150	  	54	0.388795	1.055378	  	14.96108	1.04819166	  	0.954024	5.021179	193.1898	77.32353	92.55654	32.72302	143.1036	0	341.5978	0.370919	1.006855	51.51729						2
Italiensk rajgræs, forår, midt 			445	19	  	11	21	16.53	8.480571	5.41635	4.7	3.512	3.29	195	63.3	21	14	0	38.493	  	  	78.71428	74	92	69.23076	74.723	82.92733	81.5	  	6.3	4.3	1.9	35	2.3	  	3.2	  	230	50	50	11	0.7	0.03	  	100	250	  	150	  	63	0.422761	1.0639	  	14.28581	0.970998225	  	1.029868	5.420361	170.2371	87.33868	55.78125	33.88265	144.1815	0	396.427	0.435388	1.095676	64.88168						2
Italiensk rajgræs, forår, sen 			446	19	  	11	18	13.74	8.34831	2.862	4.5	3.32	3.15	195	66.5	24	13	0	39.36	  	  	76.33333	72	92	71.42857	73.778	78.73684	78	  	6.3	4.3	1.9	35	2.3	  	3.2	  	230	50	50	11	0.7	0.03	  	100	250	  	150	  	72	0.460619	1.080422	  	13.52109	0.884956535	  	1.129999	5.947364	155.2618	94.33581	32.34057	35.59496	146.8998	0	444.7676	0.520499	1.220875	81.35992						2
Italiensk rajgræs,      e. helsæd 			448	16	  	11	17	12.81	7.865453	2.735035	4.5	3.32	3.15	200	67.5	25	10	0	39.285	  	  	75.35294	72	92	71.42857	73.778	73.01481	73.5	  	6.3	4.3	1.9	35	2.3	  	3.2	  	230	50	50	11	0.7	0.03	  	100	250	  	150	  	75	0.495104	1.101915	  	12.76371	0.806581707	  	1.2398	7.748751	158.8183	97.51588	33.90896	39.0537	123.98	0	487.0554	0.613829	1.366154	92.985						2
Italiensk rajgræs,      e. korn 			449	16	  	11	18.5	14.205	7.951441	3.99825	4.5	3.32	3.15	200	66	23	10	0	38.335	  	  	76.78378	72	92	71.42857	73.778	73.23484	74	  	6.3	4.3	1.9	35	2.3	  	3.2	  	230	50	50	11	0.7	0.03	  	100	250	  	150	  	69	0.484489	1.094645	  	12.93747	0.830706225	  	1.203795	7.52372	170.999	95.71904	48.13073	37.91954	120.3795	0	461.4748	0.583225	1.317728	83.06185						2
Varigt enggræs 			458	18	  	10	20	15.6	8.526651	4.039914	3.9	2.744	2.106	210	66.1	23	13	0	36.156	39	  	78	67.6	89.8	68.51851	70.359	74.36611	75	  	9.5	4	1.7	30	2.5	  	  	  	  	  	  	  	  	  	  	100	250	  	150	  	69	0.472146	1.086923	  	13.2211	0.858757567	  	1.164473	6.469298	181.6577	99.29054	47.0437	24.5238	151.3814	0	421.0268	0.549801	1.265692	80.34863						2
Græs,        6-8 cm 			464	17	  	9.4	22	17.46	8.813899	5.653157	4.1	2.936	2.214	203	64.5	20	12	0	39.178	41	  	79.36363	70.56	91.128	69.86413	71.61	79.34573	79	  	5.5	3.4	1.8	29	1.5	8	2.1	450.3032	220	70	40	7	0.4	0.048	  	100	250	  	150	  	60	0.429876	1.066441	  	14.08721	0.954826217	  	1.047311	6.160653	182.8605	92.30893	59.20613	23.18746	125.6773	0	410.3155	0.450213	1.116895	62.83866						2
Græs,        12-15 cm 	FEEDRYEGRASS	RYEGRASS	465	19	  	9.4	21	16.53	8.808957	4.731171	3.9	2.744	2.106	196	65.7	21	13	0	39.3	41	  	78.71428	70.56	91.128	69.86413	70.359	79.60426	79	  	5.5	3.4	1.8	29	1.5	8	2.1	450.3032	220	70	40	7	0.4	0.048	  	100	250	  	150	  	63	0.435615	1.06868	  	13.99041	0.941782757	  	1.061816	5.588507	175.5181	93.53491	50.23633	22.36184	138.036	0	417.2936	0.462542	1.134741	66.8944	0.2	31	1.45	0.46	1.22	2
Græs,        20-25 cm 			466	18	  	9.4	19	14.67	8.669889	2.992485	3.7	2.552	1.998	185	67.9	23	13	0	39.54	43	  	77.21052	69.08	90.464	69.15912	68.973	77.37849	77	  	5.5	3.4	1.8	29	1.5	8	2.1	450.3032	220	70	40	7	0.4	0.048	  	100	250	  	150	  	69	0.45933	1.079738	  	13.51562	0.887885775	  	1.126271	6.257062	165.2239	97.64644	33.70349	22.50289	146.4152	0	445.3275	0.51733	1.216077	77.71269						2
Galega 			471	22	  	11	17.5	12.81	7.107437	4.351785	3	1.88	1.95	  	68.5	29	12	0	30.27	  	  	75.35294	68	91	71.875	62.667	61.70802	64	  	13	3	2.4	22	0.6	7.3	2.7	214.363	290	42	32	7	0.4	0.04	  	  	  	  	  	  	87	0.5754	1.175763	  	11.05885	0.624090388	  	1.602332	7.283328	205.2587	113.8847	69.73004	31.24547	192.2798	0	485.0258	0.921981	1.883962	139.4028						2
Hvidkløver, beg. blomst 			472	13	  	11	25	20.25	7.832175	10.20642	5.6	4.376	2.688	  	58.4	17	12	2	35.244	  	  	81	76	92	66.66666	78.143	84.32191	83	  	18	4	2.2	29	1.4	  	  	  	150	60	30	9	0.06	  	  	  	  	  	  	  	51	0.324209	0.879516	  	14.92012	1.047610767	  	0.954553	7.342721	193.2969	74.76226	97.42568	25.65838	114.5463	19.09106	336.4226	0.309474	0.839544	48.6822						2
Rødkløver, beg. blomst 			473	15	  	9	17	12.81	7.489775	3.737857	7.3	6.008	3.504	  	66.7	25	12	2	33.612	  	  	75.35294	72	94	78.57142	82.301	71.3823	73	  	15	3	2.8	25	0.4	  	  	  	130	60	29	7	0.17	  	  	  	  	  	  	  	75	0.389827	0.903656	  	13.39132	0.868652754	  	1.151208	7.674726	147.4697	86.22288	43.0305	40.33832	138.1449	23.02416	386.944	0.448771	1.040296	86.3406						2
Foder-marvkål 			475	14	  	11	12.9	8.997	8.145781	-1.47875	1.7	0.632	1.105	  	74.4	20.2	10	0	52.461	  	  	69.74418	75	93	72	37.176	83.95295	81	  	19.4	4.3	2.8	30	2.5	  	  	  	  	54	32	7	0.11	  	  	  	  	  	  	  	45	0.468704	1.08491	  	13.20196	0.866581164	  	1.15396	8.242575	103.8217	93.99905	-17.0641	12.75125	115.396	0	605.3789	0.540865	1.251942	51.9282						2
Heste-bønner 			476	18	  	9	16.5	12.345	6.884781	2.966964	2.5	1.4	1.625	  	72	25	10	0	42.685	33	  	74.81818	75	87	48	56	73.17361	73	  	12.8	4.7	2.5	17	2.7	  	  	  	  	41	32	7	0.17	  	  	  	  	  	  	  	49	0.421825	0.923031	  	12.58418	0.788826431	  	1.267706	7.042814	156.4983	87.27878	37.61238	20.60022	126.7706	0	541.1203	0.53475	1.170131	62.11759						2
Sød lupin 			479	15	  	12.1	17.7	13.461	6.852893	5.238035	2.4	1.304	1.56	  	67.8	28.2	12	0	33.007	49	  	76.05084	75	93	72	54.333	66.382	68	  	10.2	2.6	2.3	32	0.5	  	  	  	121	165	74	7	0.03	  	  	  	  	  	  	  	63	0.462715	0.961758	  	11.49362	0.669865946	  	1.492836	9.952244	200.9506	102.3024	78.19527	23.28824	179.1403	0	492.7403	0.690757	1.435746	94.04866						2
Havre, ærter, vikker 			480	24	  	8.7	14	10.02	6.428243	1.684464	2.9	1.784	1.885	  	74.4	28	12	6	31.367	  	  	71.57142	75	88	52	61.517	66.35349	67	  	6	3	2.5	25	0.5	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	63	0.487639	1.116599	  	11.57766	0.678871417	  	1.473033	6.137638	147.5979	94.69014	24.81271	27.76667	176.7639	88.38198	462.0462	0.718308	1.644787	92.80107						2
Grønbyg før skrid. 			481	18	  	10	14	10.02	7.45625	0.721428	2	0.92	1.26	127	74	24	12	6	36.76	  	  	71.57142	75	93	72	46	74	73	  	5.4	3.7	1.7	29.5	0.9	5.8	1.6	530.2258	  	42	  	8	  	0.03	  	  	  	  	  	  	54	0.517416	1.119094	  	12.21589	0.755872182	  	1.322975	7.349863	132.562	98.64432	9.544312	16.66948	158.757	79.3785	486.3256	0.684528	1.480533	71.44065						2
Byg- helsæd, frisk 	FEEDWHOLECROP_BARLEY	WHOLECROP_BARLEY	483	35	  	6.1	10.5	6.765	7.135934	-2.74169	2	0.92	1.26	127	81.4	21	8	24	27.4535	  	  	64.42857	75	87	48	46	73.03869	71.5	  	3.3	2.9	1.3	17	0.5	5.8	1	230.6414	120	27	25	5	0.08	0.03	  	  	  	  	  	  	47	0.511832	1.114554	  	12.23895	0.768563302	  	1.301129	3.717514	88.02137	92.8477	-35.6729	16.39422	104.0903	312.2709	357.2054	0.665959	1.450178	61.15306	0.2	4	0.22	0.05	0.11	2
Havre- helsæd, frisk 			486	25	  	8.5	13	9.09	6.292703	0.854196	2.5	1.4	1.625	  	76	25	12	6	33.2725	  	  	69.92307	77	87	43.47826	56	67.46381	67.5	  	4.7	2.9	1.5	19	0.7	  	1	  	  	57	60	5	  	  	  	  	  	  	  	  	56	0.54788	1.146702	  	11.5509	0.686635397	  	1.456377	5.825511	132.3846	91.64547	12.44031	23.66612	174.7652	87.38262	484.573	0.797919	1.67003	81.55711						2
Majs,    frisk 			492	23	  	5	10	6.3	8.364975	-4.89071	2.2	1.112	1.43	  	82.8	23	8	17	35.988	  	  	63	60	89	72.5	50.545	73.657	72	  	3	3	1.5	16	0.2	2.3	0.4	328.114	60	25	30	4	0.02	0.03	  	  	  	  	  	  	52	0.505387	1.109513	  	12.45722	0.78320986	  	1.276797	5.551293	80.43821	106.8037	-62.4444	18.25819	102.1437	217.0554	459.4937	0.645276	1.416622	66.39344						2
Grønrug, frisk 			497	16	  	8	14	10.02	7.795075	0.457857	3.9	2.744	2.535	  	74.1	26	18	5	33.236	  	  	71.57142	75	95	80	70.359	75.89203	75	  	4.1	3.9	1.5	31	0.7	5.9	1.3	575.8264	109	45	27	6	0.07	  	  	  	  	  	  	  	59	0.482279	1.093205	  	13.09351	0.83572909	  	1.19656	7.478501	119.8953	93.27274	5.478533	30.33279	215.3808	59.828	397.6886	0.577075	1.308085	70.59704						2
Ærte- helsæd, frisk 	FEEDPEA_FRESH	PEA	499	23	  	8	16.5	12.345	7.526343	2.924464	3	1.88	1.95	  	72.5	20	12	15	28.695	  	  	74.81818	78	93	68.18181	62.667	76.82068	76	  	11	2.7	2.3	20	1.1	6	2	265.321	290	33	33	5	0.25	0.02	  	  	  	  	  	  	45	0.386187	0.902574	  	13.26867	0.873872268	  	1.144332	4.975359	141.2677	86.12635	33.46557	22.31447	137.3198	171.6498	328.366	0.441926	1.032844	51.49494						2
Lucerne- ensilage, høj FK 			501	39	  	10.7	18.6	14.298	5.736975	7.793571	4.5	3.32	2.43	  	66.2	25	1	0	43.892	  	  	76.87096	85	93	53.33333	73.778	67.81268	70	  	14	3	2.2	31	0.6	8	1.9	474.8237	190	38	63	7	0.1	0.03	  	40	100	  	90	  	56.25	0.427068	0.962989	  	12.36437	0.767087056	  	1.303633	3.34265	186.3934	74.78909	101.5995	31.67828	13.03633	0	572.1905	0.556739	1.255384	73.32935						2
Lucerne- ensilage, lav FK 			502	40	  	10.3	17.7	13.461	4.760487	8.591071	4.5	3.32	2.16	  	67.5	33	1	0	35.142	  	  	76.05084	85	93	53.33333	73.778	53.5437	59	  	14	3	2.2	31	0.6	8	1.9	474.8237	190	38	63	7	0.1	0.03	  	40	100	  	90	  	74.25	0.499497	1.033446	  	10.64775	0.569553601	  	1.755761	4.389403	236.3429	83.58277	150.8386	37.92443	17.55761	0	617.0095	0.876997	1.814484	130.3652						2
Kløver-græsens.,  høj FK,          20% kløver 			521	34	  	9.8	16.8	12.624	7.085713	3.559378	4.6	3.416	1.794	210	68.8	24.7	4.5	1	49.267	43	  	75.14285	79.4	91	56.31067	74.261	79.60319	78.5	  	6.5	3.9	1.9	33	1.7	14	1.6	423.5366	230	70	45	7	0.5	0.044	  	60	150	  	75	  	55.575	0.436454	1.107616	  	13.69977	0.900198584	  	1.110866	3.267253	140.2357	78.71277	39.53992	19.92893	49.98897	11.10866	547.2903	0.484841	1.230412	61.73637						2
Kløver-græsens., middel FK,        20% kløver 			522	35	  	9.8	15.6	11.508	6.85504	2.863828	4.4	3.224	1.716	210	70.2	27.3	3.9	1	47.116	47	  	73.76923	77.9	91	59.27601	73.273	74.09686	74	  	6.5	3.7	1.9	31	1.6	14	1.6	368.0378	230	70	45	7	0.5	0.044	  	60	150	  	75	  	61.425	0.474243	1.122395	  	12.88786	0.810878749	  	1.23323	3.523515	141.9201	84.5384	35.31758	21.16222	48.09597	12.3323	581.0486	0.58485	1.384171	75.75115						2
Kløver-græsens.,  lav FK,          20% kløver 			523	37	  	9.8	13.8	9.834	6.526832	1.784342	4.2	3.032	1.638	210	72.2	30.1	3.3	1	44.17	51	  	71.26086	75.65	91	63.03901	72.19	67.13296	68	  	6.5	3.4	1.9	27	1.4	14	1.5	263.2904	230	70	45	7	0.5	0.044	  	60	150	  	75	  	67.725	0.52374	1.148795	  	11.80317	0.693886926	  	1.441157	3.895019	141.7233	94.06189	25.71516	23.60615	47.55818	14.41157	636.559	0.754791	1.655593	97.60235						2
Kløver-græsens.,  høj FK,          40% kløver 			524	34	  	10.1	17.2	12.996	6.995426	4.07146	4.6	3.416	1.794	210	68.1	24.2	4.6	1.5	48.0595	42	  	75.55813	79.9	91	55.22388	74.261	79.52936	78.5	  	7.9	3.9	2.1	32	1.6	14	1.6	393.6133	230	70	45	7.5	0.5	0.044	  	60	150	  	75	  	54.45	0.420184	1.069207	  	13.68483	0.900456351	  	1.110548	3.266317	144.3268	77.68756	45.21551	19.92323	51.0852	16.65822	533.7238	0.466634	1.187405	60.46933						2
Kløver-græsens., middel FK,        40% kløver 	FEEDGRASSCLOVER_SILAGE	GRASSCLOVER	525	35	  	10.1	16.3	12.159	6.681423	3.787914	4.4	3.224	1.716	210	69.2	26.4	3.4	1.5	45.7935	45	  	74.59509	78.775	91	57.59717	73.273	73.2565	73.5	  	7.9	3.7	2.1	29	1.6	14	1.6	316.8869	230	70	45	7.5	0.5	0.044	  	60	150	  	75	  	59.4	0.458267	1.084394	  	12.81685	0.806978752	  	1.23919	3.540543	150.6731	82.79552	46.93945	21.2645	42.13246	18.58785	567.4684	0.567879	1.34377	73.60788						2
Kløver-græsens.,  lav FK,          40% kløver 			526	37	  	10.1	14.8	10.764	6.38587	2.928342	4.2	3.032	1.638	210	70.9	28.9	3	1.5	42.836	48	  	72.72972	76.9	91	61.03896	72.19	66.76445	68	  	7.9	3.4	2.1	27	1.5	14	1.5	267.6382	230	70	45	7.5	0.5	0.044	  	60	150	  	75	  	65.025	0.501468	1.105181	  	11.83239	0.700941294	  	1.426653	3.85582	153.5649	91.1042	41.77727	23.36857	42.79959	21.39979	611.121	0.71542	1.576709	92.76811						2
Kløver-græsens.,  høj FK,          60% kløver 			527	34	  	10.7	18.6	14.298	6.69648	5.832167	4.6	3.416	1.794	210	66.1	23.1	3.6	2	46.7865	39	  	76.87096	81.65	91	50.95367	74.261	79.2534	78.5	  	10.9	3.9	2.4	35	1.6	14	1.6	470.3396	230	50	45	9	0.5	0.044	  	60	150	  	75	  	51.975	0.403334	1.032617	  	13.69367	0.905147756	  	1.104792	3.249389	157.9631	73.98217	64.43331	19.81996	39.77251	22.09584	516.8935	0.4456	1.140827	57.42156						2
Kløver-græsens., middel FK,        60% kløver 			528	35	  	10.7	18.1	13.833	6.335024	5.990792	4.4	3.224	1.716	210	66.8	24.8	2.9	2	43.6785	41	  	76.42541	81.025	91	52.56916	73.273	72.7223	73.5	  	10.9	3.7	2.4	30	1.6	14	1.6	342.4624	230	50	45	9	0.5	0.044	  	60	150	  	75	  	55.8	0.438172	1.045177	  	12.85668	0.816470496	  	1.224784	3.499384	169.4243	77.59036	73.37426	21.01729	35.51873	24.49568	534.9672	0.536666	1.280116	68.34294						2
Kløver-græsens.,  lav FK,          60% kløver 			529	37	  	10.7	16.9	12.717	6.039122	5.408475	4.2	3.032	1.638	210	68.2	26.9	2.6	2	40.375	43	  	75.24852	79.525	91	56.04395	72.19	65.94574	68	  	10.9	3.4	2.4	27	1.5	14	1.5	267.6382	230	50	45	9	0.5	0.044	  	60	150	  	75	  	60.525	0.478311	1.062307	  	11.89729	0.71429949	  	1.399973	3.783712	178.0345	84.54607	75.71718	22.93155	36.39929	27.99946	565.239	0.669622	1.487201	84.73336						2
Forårsudl. italiensk rajgræs, ensilage 			546	34	  	11.3	16.1	11.973	6.665071	3.810739	4.5	3.32	1.755	180	68.1	25.7	4.6	0	44.858	  	  	74.36645	78.525	92	62.74738	73.778	72.62555	73	  	6.3	4.3	1.9	35	2.3	  	3.2	  	230	50	50	11	0.7	0.044	  	60	150	  	75	  	57.825	0.503698	1.182402	  	12.59078	0.787049572	  	1.270568	3.736966	152.1251	84.68425	48.41803	22.29846	58.44612	0	569.9513	0.639982	1.502322	73.47059						2
Efter-  afgrøde, helsæd, ensilage 			548	30	  	12.9	17.4	13.182	6.296319	5.616546	4.5	3.32	1.755	180	65.2	25.3	3.2	0	43.4455	  	  	75.75862	80.15	92	59.69773	73.778	71.54217	72.5	  	6.3	4.4	2	38	1.5	10.5	2.2	603.8097	230	67	83	9	0.7	0.03	  	60	150	  	75	  	56.925	0.511509	1.235772	  	12.39724	0.769296455	  	1.299889	4.332963	171.3513	81.84515	73.00886	22.81305	41.59644	0	564.7432	0.664904	1.606366	73.99618						2
Efter-  afgrøde, korn, ensilage 			549	28	  	13	17.6	13.368	6.20944	5.944685	4.5	3.32	1.755	180	64.9	25.3	3.9	0	42.052	  	  	75.95454	80.4	92	59.18367	73.778	70.80431	72	  	6.2	4.5	2	36	1.3	10.5	1.9	562.7132	230	72	75	9	0.7	0.03	  	60	150	  	75	  	56.925	0.530689	1.267857	  	12.32234	0.761889669	  	1.312526	4.687594	175.4584	81.50051	78.02553	23.03483	51.18851	0	551.9434	0.696543	1.664095	74.71554						2
Hunde- græs, ensilage 			555	28	  	10	16.5	12.345	6.280662	4.82216	4	2.84	1.56	180	69.5	28	2	0	44.015	52	  	74.81818	79.025	92	61.85935	71	66.20863	68	  	6	3.5	1.8	28	2.3	  	  	  	220	60	25	7	0.06	  	  	60	150	  	75	  	63	0.552919	1.289142	  	11.92154	0.712881338	  	1.402758	5.009852	173.1704	88.10248	67.64323	21.88302	28.05516	0	617.4239	0.775611	1.808354	88.37375						2
Varigt enggræs, ensilage 			558	35	  	8.9	14	10.02	6.054315	2.301267	4.2	3.032	1.638	180	72.9	29.4	4.6	0	42.0185	51	  	71.57142	75.9	88	50.20746	72.19	63.94855	65.5	  	5.9	2.8	1.7	18	1.4	  	1.9	  	  	65	70	6	  	  	  	  	  	  	75	  	66.15	0.555597	1.221744	  	11.52794	0.669095931	  	1.494554	4.270155	149.7543	90.485	34.39367	24.48079	68.74948	0	627.9891	0.830369	1.825962	98.86474						2
Græs- ensilage, høj FK 			564	34	  	10.2	16.5	12.345	6.837407	3.847485	4.6	3.416	1.794	180	68.7	25.3	4.5	0	49.334	46	  	74.81818	81.58	92	56.56894	74.261	78.36098	77.5	  	6.1	3.8	1.8	33	1.6	12	1.8	463.0268	220	67	47	7	0.4	0.044	  	60	150	  	75	  	56.925	0.464795	1.155164	  	13.47074	0.875465857	  	1.142249	3.359557	141.0106	78.10021	43.94785	20.49194	51.4012	0	563.5171	0.530911	1.319484	65.02252						2
Græs- ensilage, middel FK 	GRASS_SILAGE	RYEGRASS	565	35	  	9.8	15.2	11.136	6.372529	3.104975	4.4	3.224	1.716	180	70.6	28.2	4.3	0	46.735	50	  	73.26315	80.384	90	49.0212	73.273	72.28753	72.5	  	6.1	3.6	1.8	30	1.6	12	1.8	386.3004	220	78	47	7	0.4	0.044	  	60	150	  	75	  	63.45	0.505896	1.174594	  	12.62798	0.782054049	  	1.278684	3.653383	142.3942	81.4845	39.70281	21.94221	54.98341	0	597.5929	0.646881	1.501934	81.13249						2
Græs- ensilage, lav FK 			566	37	  	9.3	13.3	9.369	5.900433	1.902427	4.2	3.032	1.638	180	73.2	31	3.7	0	44.2145	53	  	70.4436	78.636	88	43.83074	72.19	65.45696	66.5	  	6.1	3.2	1.8	25	1.6	12	1.8	258.4232	220	88	47	7	0.4	0.044	  	60	150	  	75	  	69.75	0.55515	1.20364	  	11.59437	0.670113283	  	1.492285	4.033203	139.8121	88.05127	28.38963	24.44362	55.21454	0	659.8063	0.828442	1.796173	104.0868						2
Græs- ensilage, meget    lav FK 			570	42	  	8.9	12.2	8.346	5.3678	1.671428	4	2.84	1.56	180	74.9	32.1	3.5	0	41.796	57	  	68.40983	80	87	35	71	60.4753	62	  	5	2.8	1.5	21	0.9	12	1.3	156.9366	220	91	47	7	0.4	0.044	  	60	150	  	75	  	72.225	0.590182	1.211534	  	10.82792	0.590494805	  	1.693495	4.032132	141.339	90.90342	28.30554	26.41852	59.27232	0	707.8131	0.99947	2.051726	122.3126						2
Galega, ensilage 			571	23	  	11	18	13.74	6.264375	6.117857	3	1.88	1.95	  	68	31	2	0	39.34	  	  	76.33333	75	91	64	62.667	60.79411	64	  	13	3	2.4	22	0.6	7.3	2.7	214.363	290	42	32	7	0.4	0.04	  	  	  	  	  	  	72	0.64318	1.265761	  	11.12336	0.623530806	  	1.60377	6.972913	220.3579	100.4661	98.11635	31.27351	32.0754	0	630.9231	1.031512	2.029989	115.4714						2
Hvidkløver beg. blomst, ensilage 			572	20	  	11	24	19.32	5.354487	13.19178	5.6	4.376	2.688	  	59.4	20	1	2	40.054	  	  	80.5	87	92	38.46153	78.143	72.48148	75	  	18	4.1	2.2	29	1.4	  	  	  	150	60	30	9	0.06	  	  	  	  	  	  	  	43	0.441216	1.202294	  	13.62384	0.908999183	  	1.100111	5.500559	212.5414	58.9053	145.1242	29.57098	11.00111	22.00222	440.6384	0.485386	1.322656	47.30477						2
Rødkløver beg. blomst, ensilage 			573	18	  	9	18	13.74	6.480962	6.243928	7.3	6.008	3.504	  	65.7	28	1	2	43.682	  	  	76.33333	81	94	68.42105	82.301	71.05327	73	  	15	3	2.8	25	0.4	  	  	  	133	60	29	7	0.17	  	  	  	  	  	  	  	63	0.477201	1.27101	  	13.45583	0.864622584	  	1.156574	6.425411	158.9132	74.95712	72.21564	40.52635	11.56574	23.13148	505.2146	0.551918	1.470017	72.86416						2
